water_pH,TDS,water_temp
8.44,443,23.38
10.95,355,24.13
10.38,344,23.56
9.32,311,24.75
6.79,296,24.88
10.29,294,23.75
7.64,538,25.75
10.22,297,23.81
7.56,267,24.38
6.86,450,23.63
5.62,268,24.94
8.0,340,24.63
10.82,365,24.81
10.66,385,22.56
6.31,316,23.56
7.88,346,23.5
8.15,311,24.56
10.35,367,24.88
5.57,472,26.69
7.62,342,24.88
7.23,661,25.5
8.37,342,25.06
6.77,444,24.0
6.02,305,25.44
9.01,341,22.75
7.46,400,24.94
5.99,543,26.94
8.39,415,24.0
5.6,435,23.5
6.91,325,24.0
10.06,342,23.13
9.55,344,24.56
8.69,377,23.94
8.54,343,24.13
7.26,329,22.63
7.32,365,23.44
5.98,514,25.94
8.13,421,23.38
7.51,305,25.38
7.05,304,25.56
9.04,771,22.94
7.52,340,24.88
5.6,529,24.44
6.96,325,24.19
8.36,344,24.56
5.58,361,24.31
9.74,299,23.75
5.7,439,23.94
9.15,340,23.56
6.87,289,24.69
6.89,296,24.88
10.21,342,23.31
6.43,330,25.25
7.79,344,23.56
7.17,332,25.19
7.04,328,22.0
7.42,433,23.56
6.35,297,24.25
8.43,783,23.38
8.45,298,24.44
7.28,296,24.56
6.63,526,26.81
7.36,357,24.31
6.58,538,25.69
5.75,503,25.88
9.61,304,24.31
9.29,342,23.25
6.39,437,23.94
7.24,334,24.94
8.24,340,23.06
6.67,296,24.38
7.03,1452,26.5
9.35,342,23.25
8.68,311,24.75
7.42,319,24.13
10.23,342,23.31
6.05,325,24.31
6.8,417,24.19
8.62,340,24.75
8.74,342,23.31
10.46,365,24.63
6.45,535,26.88
8.71,327,22.56
6.41,442,24.06
6.08,541,26.5
8.18,343,25.81
6.55,438,23.25
6.4,304,24.38
5.79,296,24.63
8.89,329,22.63
5.94,373,25.0
10.01,344,23.63
8.82,304,24.19
8.62,374,25.94
9.49,345,22.88
9.84,343,23.63
7.26,535,25.56
10.06,790,23.5
9.2,304,24.19
7.63,345,23.81
8.95,802,23.56
9.99,372,25.5
8.78,342,23.38
5.88,1432,26.13
8.34,411,23.69
8.1,415,24.06
9.22,327,24.38
7.79,418,24.0
7.94,339,22.69
9.92,341,22.81
6.05,543,26.94
9.31,344,24.5
5.51,426,23.38
8.19,332,25.06
7.59,298,24.75
6.14,295,24.25
9.12,303,23.75
8.9,306,23.94
10.24,338,23.0
6.35,296,24.81
8.85,339,23.63
5.52,539,26.19
7.68,335,23.69
8.63,391,23.25
9.12,372,25.88
7.36,357,24.38
9.37,342,23.56
7.19,416,23.5
9.16,338,23.38
7.4,421,23.56
8.43,369,24.94
6.04,1391,25.81
8.18,293,24.0
5.92,295,24.38
7.52,783,25.13
5.75,295,24.5
5.97,570,25.69
8.95,346,23.56
9.71,345,24.25
6.43,537,25.81
6.8,326,24.75
8.63,420,23.81
8.88,421,24.81
5.57,539,26.19
8.4,305,24.56
8.41,343,25.5
9.13,331,24.38
7.26,319,24.5
10.11,402,23.56
8.92,309,24.63
6.06,298,24.56
7.01,319,24.5
8.31,393,24.88
10.17,364,25.19
7.51,342,25.06
8.88,339,22.75
5.78,304,25.5
7.49,401,24.44
9.13,307,24.69
7.13,350,23.69
11.88,938,22.94
7.54,293,24.25
9.36,338,23.56
10.98,790,25.56
6.57,449,23.88
9.24,336,23.06
8.36,299,24.0
8.48,373,25.31
5.96,442,23.81
9.74,303,23.75
7.75,449,24.25
10.14,336,23.0
7.5,443,23.38
7.91,343,23.69
7.9,342,23.56
8.0,1084,23.31
8.7,367,24.81
5.75,569,26.38
8.1,341,22.75
9.32,363,24.25
6.72,712,24.56
9.22,317,24.0
5.98,509,25.69
8.63,341,22.75
9.61,365,24.63
7.37,344,23.25
8.15,344,23.56
8.7,369,24.75
9.31,368,25.25
7.81,309,24.88
8.6,363,24.44
6.04,538,26.63
9.74,366,25.19
7.54,328,22.0
8.41,342,25.19
6.51,319,24.44
9.74,307,25.06
7.35,361,24.5
7.87,345,23.69
9.28,310,24.06
8.54,331,22.81
8.6,305,23.69
10.33,338,23.06
6.28,528,26.13
8.52,342,23.31
9.28,313,24.56
7.31,332,24.75
8.53,375,25.06
7.14,421,23.5
7.55,538,25.5
10.64,304,23.94
9.41,424,24.44
9.59,343,24.13
6.88,333,22.75
12.72,379,24.19
7.07,341,25.44
5.73,1177,24.88
7.81,345,23.69
10.16,340,23.0
9.15,329,24.38
8.5,418,23.88
8.14,344,23.25
5.55,325,24.31
8.16,429,24.38
7.25,536,25.31
8.81,312,24.0
7.58,342,23.44
8.08,343,23.75
9.24,338,22.88
6.96,341,25.75
6.44,438,23.63
8.56,338,23.13
8.57,340,23.19
9.05,331,22.81
9.13,694,24.56
7.18,344,23.25
8.32,423,22.25
8.96,344,23.5
8.01,333,22.75
8.41,306,24.5
5.59,287,23.38
9.19,312,23.94
9.27,344,23.44
7.93,314,23.56
9.48,302,24.25
8.52,344,23.56
10.41,408,24.13
8.99,307,24.88
5.94,573,26.94
8.82,694,24.63
6.88,354,23.44
7.22,303,25.5
9.2,312,24.19
9.41,341,23.69
7.9,367,24.63
7.9,334,23.06
6.73,543,25.94
5.86,403,24.44
6.12,311,24.31
7.06,332,25.19
8.79,346,23.5
9.51,372,25.38
6.84,313,24.13
7.35,378,24.25
5.65,565,26.56
6.91,334,24.88
6.11,321,24.0
8.6,345,22.75
6.03,442,24.0
8.29,317,24.38
7.33,305,24.75
6.77,302,24.63
8.2,340,23.13
7.4,452,23.63
7.56,304,24.31
8.78,331,22.5
6.15,295,24.25
6.55,435,23.69
7.91,340,23.19
9.47,341,22.75
6.64,442,23.94
6.12,563,26.06
8.92,694,24.56
6.53,352,23.5
8.4,436,23.13
8.12,431,23.38
6.06,306,24.38
7.82,329,22.69
7.73,342,23.44
6.8,444,24.13
7.88,306,24.44
6.88,528,26.19
8.69,415,23.81
6.74,421,24.81
6.85,438,23.31
9.17,339,22.75
6.87,319,24.13
6.45,435,23.69
9.87,369,24.94
9.64,299,23.88
8.04,541,25.31
5.99,295,24.31
8.54,332,24.88
5.91,344,25.13
7.62,753,24.44
10.08,390,22.5
10.2,418,24.94
6.79,438,23.31
7.05,520,26.0
9.02,331,22.69
6.5,349,23.88
5.64,514,25.81
6.7,431,23.13
6.03,312,24.06
8.48,310,24.19
7.82,310,23.75
9.69,777,23.31
8.19,313,24.31
6.21,419,24.31
7.78,328,21.94
8.11,304,24.5
5.81,342,24.75
8.94,326,25.25
9.98,338,23.06
5.64,321,24.06
6.03,526,25.88
9.22,364,25.06
10.82,367,25.06
9.11,336,23.0
6.35,543,25.94
6.61,379,23.88
6.12,530,26.63
8.39,435,23.56
7.07,537,26.0
10.87,1005,22.5
7.33,314,23.88
7.02,327,24.38
6.32,315,24.38
7.38,420,23.75
10.42,338,23.0
7.01,341,25.38
9.95,783,22.81
8.48,329,22.31
8.62,331,22.5
8.93,416,23.69
8.44,448,23.56
7.66,311,24.44
7.8,310,23.56
7.49,269,24.88
8.47,303,24.81
9.49,339,22.75
8.23,338,24.88
7.74,433,23.38
10.4,1013,25.38
6.48,437,23.75
5.9,396,24.38
9.04,331,22.56
6.47,304,24.69
5.96,519,26.13
7.27,420,23.81
6.29,361,24.5
8.41,309,24.88
9.08,344,23.63
5.97,538,26.63
9.67,372,25.44
9.15,345,23.69
9.45,338,23.06
10.18,340,23.31
6.38,299,24.19
6.36,423,24.94
9.99,338,22.94
6.06,424,24.31
10.18,299,23.81
8.85,416,23.75
8.43,416,23.63
6.16,442,24.0
8.08,324,22.06
8.81,342,23.5
8.61,418,23.94
7.75,431,23.31
9.73,343,24.13
7.92,304,24.44
10.29,306,24.25
5.73,326,24.63
10.24,302,24.19
8.26,431,23.13
8.0,310,23.56
6.4,320,24.69
7.34,448,23.5
8.76,309,24.75
8.28,310,23.94
8.95,304,24.69
8.07,452,23.63
9.78,338,23.06
8.97,307,24.63
8.24,329,22.56
5.96,484,23.69
6.0,294,24.69
8.04,307,24.94
10.51,418,25.38
8.36,343,23.75
7.97,444,24.13
6.55,543,25.94
6.16,321,24.5
9.1,303,23.75
7.02,316,23.75
9.1,428,22.31
8.03,349,23.94
7.54,527,25.38
7.51,486,23.75
9.45,369,25.0
9.09,309,24.69
8.76,346,23.5
6.11,331,25.25
9.82,415,22.88
9.26,345,24.38
7.09,331,25.25
6.93,327,22.13
9.09,331,22.63
5.56,496,25.44
5.75,541,26.63
5.58,342,24.56
7.43,297,24.19
6.28,435,23.63
8.32,319,24.25
6.92,729,23.94
7.33,367,24.88
8.73,422,24.44
7.26,336,26.13
6.21,418,25.0
5.84,450,26.13
10.38,340,23.0
7.72,753,21.94
9.58,350,23.5
5.55,533,25.19
10.04,421,24.88
6.95,347,25.88
8.04,315,24.75
9.22,367,24.63
10.32,408,22.94
6.02,390,24.19
8.62,295,23.69
9.28,351,24.38
7.53,307,24.69
7.33,329,22.63
5.63,554,26.25
7.4,313,24.5
7.98,307,24.63
9.07,336,23.44
8.77,343,23.75
6.9,383,24.13
7.05,296,24.69
5.97,312,23.75
7.7,296,24.44
8.45,340,23.19
9.64,365,24.63
6.52,296,24.88
9.86,343,23.75
6.06,306,23.94
9.04,376,25.69
6.18,304,24.25
6.02,520,25.81
7.22,331,22.56
7.7,443,23.44
5.89,432,23.81
6.53,353,23.88
5.75,459,24.0
9.26,783,23.75
8.32,333,22.63
6.91,403,24.25
6.0,304,24.31
8.06,346,23.56
7.15,533,26.19
8.91,777,24.06
8.92,346,23.25
6.43,338,24.5
8.71,771,23.19
5.85,553,26.56
8.76,344,23.5
7.88,382,25.13
7.77,350,23.75
8.21,339,22.75
8.35,310,23.69
8.63,423,23.56
8.76,310,24.13
8.27,448,23.56
8.95,415,24.25
9.18,343,23.75
7.45,417,24.19
8.66,312,23.75
6.08,515,25.44
13.5,396,24.63
8.46,344,23.38
11.9,388,22.63
8.19,419,23.44
7.06,325,24.44
6.98,418,23.63
7.12,314,24.06
8.42,350,23.63
6.59,303,25.5
8.99,329,22.69
7.88,312,23.63
7.46,305,25.19
8.51,430,23.5
6.81,344,25.06
7.73,304,24.56
8.72,351,24.31
5.97,543,25.88
7.11,378,24.19
9.11,304,24.38
6.5,327,22.13
6.31,325,23.88
7.49,268,25.06
8.87,309,24.63
5.9,421,24.56
7.49,450,23.69
8.47,909,22.88
8.77,747,22.88
7.76,310,23.94
7.96,332,25.19
8.58,344,23.25
8.14,338,23.0
7.78,340,23.38
8.14,336,23.25
8.32,338,24.81
9.11,741,22.75
6.62,549,25.94
9.64,349,24.31
8.57,393,24.88
6.93,541,25.31
9.95,437,23.81
9.84,419,23.13
8.25,342,23.56
9.1,349,24.19
8.26,424,24.31
8.57,440,23.5
5.95,514,25.81
9.41,337,23.56
7.77,309,24.44
9.81,381,24.0
7.3,438,23.13
9.23,344,23.63
6.93,318,23.69
5.88,539,26.13
8.43,329,22.19
7.79,538,25.31
9.02,307,24.81
7.84,350,24.63
6.16,535,26.63
6.22,296,24.38
6.35,437,23.69
7.09,317,24.69
7.2,335,22.75
7.74,535,25.56
10.27,340,23.13
8.78,391,24.75
7.29,302,24.31
7.28,475,23.94
7.98,436,23.19
6.17,304,25.5
6.61,365,25.94
9.76,678,24.44
6.72,315,24.31
7.61,329,22.56
6.2,379,24.0
6.92,332,22.0
9.07,1036,23.38
8.92,345,23.94
6.84,332,24.81
7.6,266,24.94
6.15,330,22.0
9.34,345,24.19
8.17,342,23.5
7.61,306,23.81
8.1,431,23.13
5.98,379,23.81
8.86,338,23.0
8.66,329,22.63
6.89,330,22.06
5.98,544,26.75
7.82,316,23.88
8.0,346,23.63
7.9,667,24.94
6.75,1060,23.44
7.43,418,23.69
9.57,342,23.25
9.53,298,24.94
9.41,304,24.19
6.92,310,23.75
8.24,311,24.31
7.28,268,24.88
6.0,553,26.63
9.54,299,23.75
9.18,348,24.75
7.09,302,24.56
7.47,329,24.31
9.93,383,23.94
9.78,369,25.06
7.78,332,21.94
8.39,346,23.56
9.34,338,23.0
9.37,304,23.94
8.87,346,23.5
6.76,423,24.75
7.35,534,25.88
9.22,683,23.56
8.62,343,23.88
8.87,345,23.75
8.14,413,24.19
8.41,450,23.56
7.53,433,23.5
8.95,342,23.5
8.99,344,23.63
7.69,302,24.56
8.25,318,23.88
8.97,339,22.75
10.26,383,22.44
6.51,528,26.19
6.82,783,25.81
7.29,294,24.56
5.94,304,25.56
9.24,349,24.19
8.68,332,24.44
7.85,314,24.0
7.9,747,25.31
8.75,363,24.25
7.68,312,23.69
7.62,328,24.5
6.34,336,21.94
5.99,295,24.5
9.75,338,23.0
6.93,535,25.63
6.57,570,25.06
8.97,379,24.0
7.23,294,24.75
9.31,336,23.38
7.71,306,24.0
7.78,303,24.81
7.38,442,24.13
6.81,332,22.0
8.2,895,25.13
8.52,367,25.0
5.6,511,24.75
6.54,435,23.5
7.63,298,24.25
7.52,304,24.44
6.57,314,23.69
7.42,423,23.38
6.96,329,22.56
9.05,340,23.44
7.57,329,22.75
8.59,344,23.5
8.32,339,25.25
6.95,338,24.94
9.23,308,23.69
10.02,342,23.38
10.26,299,23.69
8.16,310,23.5
6.82,530,25.31
7.46,305,24.69
7.32,565,24.31
8.27,342,23.38
10.45,390,22.63
7.48,546,25.81
5.95,321,24.19
7.27,332,23.13
7.14,369,24.69
8.74,329,22.75
10.05,306,24.25
8.49,329,22.25
6.61,535,25.5
7.16,434,23.13
9.19,349,24.44
6.19,328,22.06
8.84,304,24.19
10.05,365,24.5
5.72,1060,23.81
9.8,303,23.81
6.24,325,24.06
5.51,438,23.5
7.18,667,25.06
9.8,368,25.19
8.59,415,24.06
6.31,325,24.31
6.16,491,24.0
8.19,415,23.88
8.33,363,24.38
10.44,396,23.25
7.32,342,23.38
8.35,363,24.63
7.7,440,23.38
8.85,343,23.75
10.03,350,23.63
7.34,306,24.06
8.59,299,23.69
6.62,304,24.44
7.74,315,24.13
5.66,325,24.5
8.61,349,24.19
5.88,432,23.63
9.36,424,21.69
7.02,325,24.0
7.89,790,23.75
9.07,336,22.94
9.05,350,24.75
5.94,717,24.19
6.56,317,24.44
6.16,329,22.44
9.26,344,24.56
7.95,344,23.44
7.27,418,23.5
8.91,339,22.81
8.93,332,24.94
7.7,452,23.63
7.16,294,25.31
6.13,292,23.38
9.86,344,23.38
6.91,342,23.19
9.08,312,23.56
5.67,325,24.0
6.54,435,23.5
5.88,296,24.75
9.13,338,23.38
10.27,290,23.81
9.91,345,22.75
8.87,299,23.94
7.56,261,25.44
7.44,444,24.06
9.37,295,23.94
9.57,342,23.44
5.51,468,24.81
7.54,418,23.5
9.28,306,24.19
5.85,369,25.06
5.81,376,24.69
8.64,315,24.06
7.02,717,24.25
8.74,305,24.94
9.94,332,22.88
7.88,310,23.94
6.13,306,25.38
9.54,305,25.06
8.31,421,23.63
8.64,416,23.69
6.52,535,25.63
7.0,303,25.56
8.51,436,23.13
7.96,452,23.75
7.29,367,24.94
5.89,403,24.38
6.59,342,24.81
5.92,465,26.31
7.6,271,25.13
8.4,435,23.5
7.49,346,23.56
7.8,345,23.69
5.52,459,25.44
9.94,341,22.81
7.86,335,22.69
7.32,295,24.5
7.92,442,24.13
8.31,441,24.19
9.09,393,23.19
7.58,308,24.13
8.45,336,22.94
9.13,304,23.88
7.25,295,24.5
8.12,436,23.19
7.05,861,25.13
8.03,342,25.13
9.55,348,24.75
5.92,361,24.5
7.29,530,25.31
6.4,346,23.5
8.36,342,23.5
6.73,306,23.81
6.15,302,24.25
8.98,374,25.5
7.86,311,24.94
9.98,343,23.94
9.19,379,24.0
6.77,314,23.5
8.46,340,22.88
8.21,315,24.69
6.26,416,25.06
8.33,345,22.88
9.58,369,24.75
9.06,311,24.31
7.65,338,25.06
8.33,327,22.19
8.25,447,23.63
5.95,304,24.38
9.03,330,25.25
8.6,340,22.94
6.13,530,26.38
8.08,317,24.63
9.19,310,23.56
6.97,330,25.25
7.15,304,23.88
8.82,342,23.31
7.94,337,22.75
7.11,330,25.13
5.86,515,25.44
8.69,340,23.0
6.9,443,23.38
8.19,342,23.56
10.45,377,25.0
8.31,338,23.06
6.5,332,25.13
6.13,435,23.75
9.28,344,23.63
8.89,783,24.31
7.07,325,24.19
7.45,344,23.44
9.63,368,24.25
6.89,332,24.81
6.9,340,24.75
7.75,314,23.81
7.99,310,23.63
9.32,346,23.44
9.24,408,25.44
8.32,315,24.69
7.6,267,24.31
6.01,306,25.31
9.52,345,23.75
5.87,515,25.75
5.59,1352,24.44
7.21,331,22.31
8.34,342,23.56
8.07,348,24.56
7.24,564,25.69
9.51,334,23.19
9.36,367,24.88
7.2,340,23.31
7.6,426,23.13
7.55,329,26.06
5.51,539,26.19
8.55,338,24.88
7.66,295,24.19
7.16,361,24.69
7.35,340,24.94
6.32,268,24.31
7.09,717,24.81
10.13,404,23.56
8.76,329,22.63
6.79,452,23.88
8.63,297,23.69
9.92,366,24.25
6.01,514,25.94
5.68,515,25.5
9.27,342,23.19
6.9,316,23.88
6.28,315,24.06
7.29,416,23.69
8.29,377,25.19
7.57,337,25.25
7.03,332,25.13
9.77,359,24.25
9.13,309,24.88
6.02,364,25.06
9.8,366,25.5
6.5,316,23.56
7.12,418,23.63
10.06,341,24.38
9.33,305,24.94
8.62,342,23.13
5.9,455,26.25
7.21,330,22.0
7.54,376,24.19
8.93,346,23.56
9.09,337,22.75
9.05,331,24.31
11.4,909,23.0
5.72,539,26.31
6.74,376,24.69
6.81,321,23.94
8.2,440,23.56
9.44,771,22.75
9.49,342,23.19
9.37,342,23.56
5.92,375,25.25
9.18,329,24.44
7.43,329,22.25
9.81,346,23.44
12.51,342,24.56
5.6,437,23.88
10.02,342,23.44
6.58,306,23.94
10.35,338,23.06
8.64,777,23.44
8.89,337,22.81
8.24,340,24.63
6.53,316,23.81
7.57,338,24.56
7.48,330,22.0
7.85,344,24.5
9.15,346,23.63
8.04,319,24.31
8.19,334,22.94
6.77,437,23.94
9.03,329,22.75
7.6,252,25.31
8.01,868,25.94
7.13,368,25.25
7.88,329,22.63
6.07,325,24.19
7.54,270,24.13
7.66,333,24.25
9.91,341,23.69
7.6,268,24.81
6.92,266,24.75
8.19,315,24.56
7.49,415,23.75
6.03,302,24.25
9.02,408,25.44
6.25,537,26.0
7.84,382,24.63
5.69,513,26.56
7.56,327,22.13
6.56,436,23.38
6.19,292,24.94
6.19,537,25.88
6.68,453,24.69
5.99,556,26.69
9.91,297,23.69
8.58,349,24.0
7.82,329,22.13
10.28,294,23.75
7.71,386,23.38
5.68,523,24.44
8.51,312,24.19
5.74,438,23.56
7.34,331,24.19
7.95,343,25.75
5.76,1558,26.88
11.06,363,24.63
6.2,363,24.69
8.39,332,24.94
7.26,313,24.31
6.81,421,23.38
7.65,329,22.56
10.02,328,22.94
7.65,426,23.13
7.02,339,25.5
9.29,312,24.13
7.65,304,24.63
6.88,447,23.69
9.92,370,24.06
5.95,369,24.81
9.01,344,23.44
8.92,392,23.81
8.42,363,24.5
7.12,398,23.38
11.82,392,22.75
8.45,314,23.81
6.84,443,23.38
8.03,393,24.81
6.7,443,23.25
7.12,366,25.13
6.02,511,25.88
8.04,335,22.81
6.55,309,24.44
9.51,338,23.0
5.51,499,25.44
5.8,367,24.75
8.53,345,23.69
8.3,332,22.88
7.47,694,23.44
9.48,777,23.5
6.22,369,24.94
8.07,317,24.75
5.76,321,24.13
6.43,532,25.75
7.1,321,24.31
8.01,340,24.63
10.24,342,23.25
7.87,1432,25.31
6.45,545,26.44
7.43,363,24.31
8.89,293,23.94
10.03,363,24.81
7.56,314,23.75
6.49,500,23.81
7.45,329,22.06
8.21,330,23.06
8.78,306,24.31
9.04,312,24.13
6.73,303,25.06
8.98,342,23.44
8.03,530,25.31
6.58,381,24.0
8.87,307,24.75
8.77,363,24.81
9.54,343,23.94
7.12,330,24.94
8.23,321,24.56
7.48,415,24.13
7.73,310,24.0
8.92,310,23.88
8.01,344,23.63
8.88,413,24.13
8.67,418,23.5
8.76,771,23.25
6.32,294,24.56
9.27,313,24.69
7.54,444,24.19
8.11,307,24.75
5.56,495,24.81
9.47,342,23.56
7.47,683,23.94
5.91,508,24.94
8.59,335,23.63
8.99,309,24.88
5.93,310,23.88
8.55,338,23.13
6.15,436,23.31
8.47,361,24.25
8.76,415,24.0
9.16,777,23.25
8.29,350,23.56
5.89,295,24.38
5.94,561,26.88
6.77,417,25.69
7.85,310,23.75
6.75,317,24.44
7.85,311,24.5
5.69,438,23.56
7.81,331,22.75
7.47,303,24.81
7.84,333,22.75
9.8,336,22.88
6.2,548,26.06
9.48,308,23.56
10.01,342,23.13
8.41,343,25.69
5.97,305,25.25
7.53,541,25.44
5.57,418,25.0
9.5,374,25.5
9.1,336,23.31
8.4,340,23.56
9.43,304,24.31
8.62,339,22.81
7.24,328,21.94
7.65,319,24.25
7.71,310,23.63
7.25,332,25.0
5.83,515,24.44
8.64,330,24.75
8.73,327,22.63
6.52,306,23.81
9.81,307,25.06
6.6,308,23.88
9.98,783,23.38
7.76,535,25.56
7.6,270,24.25
7.75,380,24.56
8.4,333,22.63
6.6,324,22.0
7.33,332,22.94
7.54,329,22.75
9.86,341,22.75
6.59,330,25.25
7.53,327,22.63
10.63,304,23.88
6.36,529,26.94
7.18,341,25.5
6.72,438,23.25
6.51,320,25.06
8.35,330,24.69
5.6,499,25.38
7.98,332,24.63
8.02,530,25.31
5.66,559,26.69
6.41,437,23.88
9.19,339,23.63
10.73,408,25.25
8.54,331,22.63
6.53,304,24.38
5.98,544,26.56
7.1,528,26.13
7.87,426,23.31
5.7,511,26.31
7.51,396,24.38
7.13,443,23.25
9.86,365,24.63
7.92,345,23.81
9.08,329,22.81
6.27,535,25.63
7.43,332,23.63
5.52,321,23.88
7.57,344,23.63
6.95,433,23.63
6.69,314,23.5
11.2,420,22.75
10.02,342,23.38
8.19,307,24.75
5.62,451,25.69
6.77,450,23.69
8.76,416,23.75
9.63,350,23.5
6.0,442,24.13
7.56,777,23.75
9.49,307,25.06
7.45,333,22.63
8.62,343,23.75
9.8,364,25.19
7.05,320,24.94
10.25,344,23.44
6.91,442,24.0
5.66,499,25.38
7.18,538,25.44
7.56,529,25.5
10.59,399,25.25
5.65,446,25.63
12.29,331,24.19
6.86,319,24.69
6.02,304,25.5
6.31,537,26.94
6.7,319,24.31
6.83,321,24.19
6.84,434,23.13
9.63,374,25.94
7.35,314,23.69
9.46,344,23.38
5.85,369,24.94
7.07,296,24.75
5.73,547,26.56
9.06,344,24.69
8.58,841,24.38
8.21,442,24.13
9.6,301,24.88
6.97,369,24.94
9.61,338,23.5
6.55,561,25.25
6.08,439,24.13
8.25,443,23.5
9.45,349,24.19
9.39,342,23.25
8.86,344,23.44
8.81,416,23.75
5.8,305,25.13
7.3,329,24.19
6.8,329,22.56
6.42,304,24.56
6.84,325,24.31
8.21,441,23.25
8.38,331,22.56
6.03,315,24.69
9.77,342,23.56
8.33,335,22.81
6.28,418,23.44
5.63,324,24.81
7.45,678,24.19
7.1,305,24.94
7.51,334,23.13
8.64,383,22.75
7.28,312,23.69
6.9,700,24.69
7.56,305,25.0
7.4,541,25.5
8.29,373,24.94
8.41,345,24.25
10.58,392,22.75
9.32,334,23.13
9.13,331,24.38
6.75,330,24.94
8.18,302,24.25
10.4,340,23.31
9.17,338,23.19
8.58,338,23.13
7.68,342,23.13
8.34,319,24.25
8.95,309,24.44
7.32,333,22.81
8.99,375,25.25
6.2,361,24.63
8.99,306,24.19
6.71,330,22.06
5.82,515,25.63
5.91,305,25.19
9.47,340,23.19
7.5,549,25.69
9.47,315,24.69
8.09,294,25.0
7.15,303,25.56
6.81,329,22.25
9.28,307,25.06
9.23,308,23.63
5.76,294,24.56
6.65,554,26.06
7.73,340,23.06
8.99,310,24.06
7.29,431,23.13
6.86,325,24.38
8.36,308,23.5
6.47,541,25.5
8.46,421,24.63
8.16,314,23.63
9.0,297,23.75
8.37,331,24.19
6.97,296,25.25
9.29,310,24.25
7.54,538,25.31
7.44,544,25.5
6.86,377,23.69
6.27,423,24.69
5.85,440,23.81
7.06,443,23.19
8.81,343,24.0
7.19,544,25.5
9.12,376,24.38
9.2,368,25.5
9.02,331,24.25
8.63,340,23.0
6.17,368,25.19
5.79,513,25.44
8.8,305,24.75
7.6,266,25.38
6.76,444,24.19
7.92,310,23.56
7.6,269,25.19
6.71,431,23.25
7.15,367,24.88
6.84,343,25.31
7.55,416,23.69
7.87,442,23.94
12.89,622,24.25
7.97,343,25.63
7.62,342,23.31
5.7,325,24.25
7.03,321,24.5
7.61,331,24.44
8.55,299,23.69
6.77,441,23.25
8.46,342,23.19
10.3,336,23.0
6.41,295,24.44
9.82,363,24.63
9.6,299,23.69
8.24,338,23.0
9.71,414,23.44
7.47,374,24.38
8.29,321,24.25
8.06,383,24.25
8.7,363,24.44
6.28,304,24.31
8.41,293,23.94
7.07,342,25.19
8.33,340,23.0
7.99,330,25.19
9.35,783,23.5
8.57,313,24.25
6.66,352,23.44
6.71,538,25.31
6.77,443,23.31
8.6,315,24.63
7.58,311,22.75
9.83,342,23.38
8.22,341,23.75
10.5,394,23.0
7.49,296,24.44
6.81,294,24.63
8.48,439,24.25
8.5,342,23.19
9.21,375,26.25
8.58,332,22.88
9.37,376,26.25
5.59,297,25.19
6.69,325,23.88
8.33,344,23.44
8.8,333,22.44
6.15,296,24.63
7.78,306,24.06
9.48,340,22.88
9.78,1036,24.88
6.94,268,25.06
8.19,343,25.94
9.2,378,24.38
8.14,450,23.69
9.29,312,24.0
9.17,689,24.38
6.07,442,23.94
10.26,375,24.88
8.77,343,24.25
8.47,340,23.06
9.66,342,23.44
8.89,345,23.75
7.29,452,23.88
6.69,446,23.19
7.21,848,24.63
6.56,326,24.56
6.71,321,24.5
7.6,269,25.06
9.34,841,24.38
7.94,314,24.06
6.84,340,24.88
7.56,436,23.38
6.15,432,25.19
10.75,427,22.81
6.72,325,23.94
5.86,521,26.56
7.65,536,25.31
6.15,553,26.63
8.16,346,23.63
8.77,344,23.63
9.34,367,25.0
7.66,314,23.5
9.26,340,23.13
9.85,375,25.31
7.24,790,23.81
9.32,307,23.56
9.03,310,24.13
8.67,340,23.5
6.1,304,24.38
7.19,540,25.88
9.98,361,24.38
9.16,327,24.5
7.53,547,25.44
5.55,540,25.94
8.7,431,24.44
9.19,306,24.38
6.44,437,24.13
9.12,329,24.19
8.15,344,23.5
5.65,454,24.19
8.58,413,24.19
6.48,536,26.13
9.71,344,23.63
8.04,313,24.75
9.42,369,24.88
7.93,538,25.44
8.27,308,23.88
9.82,373,26.25
6.11,428,24.81
9.0,339,22.81
9.81,342,23.44
7.75,418,23.5
6.85,344,25.13
8.03,426,23.19
9.35,314,23.56
8.55,340,23.44
7.57,317,24.5
7.28,327,22.38
9.16,345,23.88
7.68,309,24.63
7.54,329,22.5
6.35,384,24.75
9.02,345,23.69
7.86,341,23.75
8.16,336,23.0
8.25,376,24.38
7.68,331,22.56
10.76,378,24.69
7.58,314,23.75
7.57,310,24.19
7.96,317,24.38
9.14,315,24.25
8.69,421,24.81
7.86,342,23.31
8.63,342,23.25
7.23,338,21.94
8.33,334,23.13
5.86,327,22.75
5.71,381,24.13
9.61,678,24.5
9.2,411,25.25
7.38,331,24.38
8.81,343,22.81
6.35,440,23.81
7.13,341,25.44
6.01,433,23.63
9.78,342,23.25
7.49,311,23.38
9.62,332,22.88
6.59,324,24.69
9.97,336,22.94
6.95,530,26.31
9.07,309,24.81
9.3,315,22.75
7.42,433,23.56
6.05,547,26.44
5.69,294,24.88
7.97,314,23.5
6.2,513,26.44
7.2,340,23.31
7.09,426,23.38
7.42,359,24.5
10.42,311,24.5
6.29,547,25.63
8.16,330,25.19
5.64,254,25.31
7.52,438,23.19
6.65,426,23.06
8.5,345,24.13
5.52,451,24.19
8.43,332,23.19
